 year |               team                |             opponent              |  w  |  d  |  l  |  n   
 2019 | Dutch Eredivisie                  | French Ligue 1                    |   2 |   1 |   1 |    4
 2019 | Dutch Eredivisie                  | German 2. Bundesliga              |   2 |   0 |   0 |    2
 2019 | Dutch Eredivisie                  | German Bundesliga                 |   0 |   1 |   2 |    3
 2019 | Dutch Eredivisie                  | Greek Super League                |   2 |   1 |   2 |    5
 2019 | Dutch Eredivisie                  | Portuguese Liga                   |   2 |   0 |   2 |    4
 2019 | Dutch Eredivisie                  | Scottish Premiership              |   0 |   1 |   1 |    2
 2019 | Dutch Eredivisie                  | Spanish Primera División          |   1 |   0 |   1 |    4
 2019 | Dutch Eredivisie                  | Swedish Allsvenskanliga           |   1 |   1 |   0 |    2
 2019 | Dutch Eredivisie                  | Swiss Super League                |   1 |   2 |   2 |    5
 2019 | Dutch Eredivisie                  | Turkish Super Lig                 |   1 |   1 |   2 |    4
 2019 | Ecuadoran Primera A               | Argentine Superliga               |   5 |   2 |   4 |   11
 2019 | Ecuadoran Primera A               | Bolivian Liga Profesional         |   3 |   1 |   0 |    4
 2019 | Ecuadoran Primera A               | Brazilian Serie A                 |   4 |   1 |   3 |    8
 2019 | Ecuadoran Primera A               | Chilean Primera Division          |   2 |   0 |   2 |    4
 2019 | Ecuadoran Primera A               | Ecuadoran Primera A               | 149 |  94 | 149 |  690
 2019 | Ecuadoran Primera A               | Major League Soccer               |   0 |   1 |   1 |    2
 2019 | Ecuadoran Primera A               | Paraguayan Primera Division       |   3 |   1 |   0 |    4
 2019 | Ecuadoran Primera A               | Peruvian Primera Profesional      |   1 |   1 |   0 |    2
 2019 | Ecuadoran Primera A               | Uruguayan Primera Division        |   3 |   0 |   1 |    4
 2019 | Ecuadoran Primera A               | Venezuelan Primera Profesional    |   1 |   3 |   0 |    4
 2019 | English League Championship       | Australian A-League               |   1 |   0 |   0 |    1
 2019 | English League Championship       | English League Championship       | 290 | 216 | 290 | 1132
 2019 | English League Championship       | English League One                |   6 |   6 |   5 |   17
 2019 | English League Championship       | English League Two                |  11 |   6 |   1 |   18
 2019 | English League Championship       | English Premier League            |   4 |   2 |  22 |   33
 2019 | English League Championship       | Major League Soccer               |   0 |   0 |   1 |    1
 2019 | English League Championship       | Spanish Primera División          |   0 |   0 |   1 |    1
 2019 | English League Championship       | USL Championship                  |   5 |   2 |   8 |   15
 2019 | English League One                | English League Championship       |   5 |   6 |   6 |   17
 2019 | English League One                | English League One                | 269 | 220 | 269 | 1080
 2019 | English League One                | English League Two                |  33 |  12 |  19 |   65
 2019 | English League One                | English Premier League            |   5 |   6 |  14 |   26
 2019 | English League Two                | English League Championship       |   1 |   6 |  11 |   18
 2019 | English League Two                | English League One                |  19 |  12 |  33 |   65
 2019 | English League Two                | English League Two                | 290 | 258 | 290 | 1166
 2019 | English League Two                | English Premier League            |   1 |   3 |   9 |   13
 2019 | English Premier League            | Australian A-League               |   1 |   0 |   0 |    1
 2019 | English Premier League            | Austrian Bundesliga               |   4 |   0 |   0 |    4
 2019 | English Premier League            | Belgian First Division A          |   3 |   1 |   0 |    6
 2019 | English Premier League            | Brazilian Serie A                 |   1 |   0 |   0 |    1
 2019 | English Premier League            | Dutch Eredivisie                  |   3 |   2 |   1 |    6
 2019 | English Premier League            | English League Championship       |  22 |   2 |   4 |   33
 2019 | English Premier League            | English League One                |  14 |   6 |   5 |   26
 2019 | English Premier League            | English League Two                |   9 |   3 |   1 |   13
 2019 | English Premier League            | English Premier League            | 206 | 148 | 206 |  820
 2019 | English Premier League            | French Ligue 1                    |   4 |   1 |   1 |    6
 2019 | English Premier League            | German Bundesliga                 |   4 |   3 |   4 |   16
 2019 | English Premier League            | Greek Super League                |   1 |   1 |   0 |    4
 2019 | English Premier League            | Irish Premier Division            |   1 |   1 |   0 |    2
 2019 | English Premier League            | Italian Serie A                   |   7 |   4 |   2 |   13
 2019 | English Premier League            | Japanese J1 League                |   1 |   0 |   1 |    2
 2019 | English Premier League            | Major League Soccer               |   2 |   0 |   0 |    2
 2019 | English Premier League            | Mexican Liga BBVA MX              |   1 |   0 |   0 |    1
 2019 | English Premier League            | Northern Irish Premiership        |   2 |   0 |   0 |    2
 2019 | English Premier League            | Portuguese Liga                   |   1 |   3 |   1 |    5
 2019 | English Premier League            | Spanish Primera División          |   3 |   3 |   3 |   15
 2019 | English Premier League            | Turkish Super Lig                 |   2 |   0 |   0 |    2
 2019 | English Premier League            | United States NWSL Women's League |   0 |   0 |   1 |    1
 2019 | French Ligue 1                    | Australian A-League               |   1 |   0 |   0 |    1
 2019 | French Ligue 1                    | Belgian First Division A          |   2 |   1 |   1 |    4
 2019 | French Ligue 1                    | Dutch Eredivisie                  |   1 |   1 |   2 |    4
 2019 | French Ligue 1                    | English Premier League            |   1 |   1 |   4 |    6
 2019 | French Ligue 1                    | French Ligue 1                    | 206 | 124 | 206 |  818
 2019 | French Ligue 1                    | French Ligue 2                    |  10 |   0 |   2 |   12
 2019 | French Ligue 1                    | German 2. Bundesliga              |   1 |   1 |   0 |    2
 2019 | French Ligue 1                    | German Bundesliga                 |   2 |   2 |   2 |    8
 2019 | French Ligue 1                    | Italian Serie A                   |   1 |   1 |   2 |    6
 2019 | French Ligue 1                    | Portuguese Liga                   |   1 |   0 |   1 |    2
 2019 | French Ligue 1                    | Russian Premier League            |   0 |   1 |   1 |    2
 2019 | French Ligue 1                    | Scottish Premiership              |   0 |   1 |   1 |    2
 2019 | French Ligue 1                    | Spanish Primera División          |   2 |   2 |   1 |    5
 2019 | French Ligue 1                    | Turkish Super Lig                 |   2 |   0 |   1 |    3
 2019 | French Ligue 2                    | French Ligue 1                    |   2 |   0 |  10 |   12
 2019 | French Ligue 2                    | French Ligue 2                    | 138 | 134 | 138 |  634
 2019 | German 2. Bundesliga              | Dutch Eredivisie                  |   0 |   0 |   2 |    2
 2019 | German 2. Bundesliga              | French Ligue 1                    |   0 |   1 |   1 |    2
 2019 | German 2. Bundesliga              | German 2. Bundesliga              | 131 | 122 | 131 |  618
 2019 | German 2. Bundesliga              | German Bundesliga                 |   0 |   2 |   8 |   10
 2019 | German 2. Bundesliga              | Turkish Super Lig                 |   0 |   0 |   0 |    1
 2019 | German Bundesliga                 | Austrian Bundesliga               |   0 |   0 |   0 |    2
 2019 | German Bundesliga                 | Belgian First Division A          |   1 |   1 |   2 |    4
 2019 | German Bundesliga                 | Brazilian Serie A                 |   1 |   0 |   1 |    2
 2019 | German Bundesliga                 | Dutch Eredivisie                  |   2 |   1 |   0 |    3
 2019 | German Bundesliga                 | English Premier League            |   4 |   3 |   4 |   16
 2019 | German Bundesliga                 | French Ligue 1                    |   2 |   2 |   2 |    8
 2019 | German Bundesliga                 | German 2. Bundesliga              |   8 |   2 |   0 |   10
 2019 | German Bundesliga                 | German Bundesliga                 | 159 |  78 | 159 |  638
 2019 | German Bundesliga                 | Greek Super League                |   2 |   0 |   0 |    2
 2019 | German Bundesliga                 | Italian Serie A                   |   4 |   1 |   3 |    8
 2019 | German Bundesliga                 | Major League Soccer               |   1 |   0 |   0 |    1
 2019 | German Bundesliga                 | Portuguese Liga                   |   2 |   1 |   1 |    6
 2019 | German Bundesliga                 | Russian Premier League            |   3 |   0 |   1 |    4
 2019 | German Bundesliga                 | Spanish Primera División          |   2 |   1 |   3 |    6
 2019 | German Bundesliga                 | Swedish Allsvenskanliga           |   0 |   0 |   0 |    2
 2019 | German Bundesliga                 | Swiss Super League                |   1 |   0 |   0 |    1
 2019 | German Bundesliga                 | Turkish Super Lig                 |   4 |   4 |   1 |    9
 2019 | Greek Super League                | Dutch Eredivisie                  |   2 |   1 |   2 |    5
 2019 | Greek Super League                | English Premier League            |   0 |   1 |   1 |    4
 2019 | Greek Super League                | German Bundesliga                 |   0 |   0 |   2 |    2
 2019 | Greek Super League                | Greek Super League                |  54 |  20 |  54 |  144
 2019 | Greek Super League                | Russian Premier League            |   2 |   0 |   0 |    2
